Course ID,Full Name,Category,Block Name
24960,MSc Adaptive Architecture and Computation 2013-14,Centre for Advanced Spatial Analysis,course_menu
29449,"BENVGSC3: Smart Cities: Context, Policy & Government",Centre for Advanced Spatial Analysis,course_menu
2779,MSc Space Syntax: Architecture & Cities,Centre for Advanced Spatial Analysis,course_menu
15066,MSc Adaptive Architecture and Computation 2011-12,Centre for Advanced Spatial Analysis,course_menu
24000,MRes Spatial Design: Architecture and Cities,Centre for Advanced Spatial Analysis,course_menu
27279,"BENVGSC4: Spatial Data Capture, Storage and Analysis",Centre for Advanced Spatial Analysis,course_menu
39453,BENVGSA6: Data Science for Spatial Systems,Centre for Advanced Spatial Analysis,course_menu
21081,GSWMe-demo,ELE,course_menu
25455,Domi Sinclair ,ELE,course_menu
13091,JGramp blah,ELE,course_menu
21531,An elf's lair,ELE,course_menu
15393,LCMA6034: Mandarin Level 4 (CD),Course Units,course_menu
15297,LCIT6003: Italian Level 3 (C),Course Units,course_menu
15198,LCFR6803: French for Academic Purposes - Introduction,Course Units,course_menu
15249,LCGE6003: German Level 3 (C),Course Units,course_menu
25689,LCIT1001: Italian Level 1 (A),Course Units,course_menu
15348,LCJA6004: Japanese Level 4 (D),Course Units,course_menu
15399,LCMA6045: Mandarin Level 4 (D) + Business and Current Affairs,Course Units,course_menu
15303,LCIT6034: Italian Level 4 (CD),Course Units,course_menu
15204,LCFR6034: French Level 4 (CD),Course Units,course_menu
15255,LCGE6803: German for Academic Purposes - Introduction,Course Units,course_menu
25695,LCMA1001: Mandarin Level 1 (A),Course Units,course_menu
15354,LCJA6005: Japanese for Business and Current Affairs,Course Units,course_menu
15936,LCAR6023: Arabic Level 3 (BC),Course Units,course_menu
15309,LCIT6006:Italian Current Affairs and Culture,Course Units,course_menu
15210,LCFR6045: French Level 4 (D) + Business and Current Affairs,Course Units,course_menu
15264,LCGE6005: German for Business and Current Affairs,Course Units,course_menu
3773,LCSP6807: Spanish for Academic Purposes II,Course Units,course_menu
25701,LCFM6003: Level 3 (C),Course Units,course_menu
15360,LCJA6006: Japanese Current Affairs and Culture,Course Units,course_menu
15942,LCIT6004: Italian Level 4 (D),Course Units,course_menu
15315,LCIT6007: Italian for Professional Purposes II,Course Units,course_menu
15216,"LCFR6056: French Business, Current Affairs and Culture",Course Units,course_menu
15366,LCJA6007: Japanese for Professional Purposes II,Course Units,course_menu
15270,LCGE6006: German Current Affairs and Culture,Course Units,course_menu
9008,LCSP6001: Spanish Level 1 (A),Course Units,course_menu
25722,CLIE Course Units general pages,Course Units,course_menu
15948,LCIT6023: Italian Level 3 (BC),Course Units,course_menu
15321,LCIT6867: Italian for Academic Purposes I and II,Course Units,course_menu
15222,LCFR6067: French for Professional Purposes I and II,Course Units,course_menu
15372,LCJA6807: Japanese for Academic Purposes II,Course Units,course_menu
15276,LCGE6007: German for Professional Purposes II,Course Units,course_menu
15177,LCAR6012: Arabic Level 2 (AB),Course Units,course_menu
26347,LCGE6004: German Level 4 (D),Course Units,course_menu
16194,LCMA6005: Mandarin for Business and Current Affairs,Course Units,course_menu
15327,LCIA6801: Italian for Art Historians,Course Units,course_menu
15228,LCFR6867: French for Academic Purposes I and II,Course Units,course_menu
15378,LCMA6002: Mandarin Level 2 (B),Course Units,course_menu
15282,LCGE6807: German for Academic Purposes II,Course Units,course_menu
15183,LCFR6001: French Level 1 (A),Course Units,course_menu
25662,LCAR6034: Arabic Level 4 (CD),Course Units,course_menu
15333,LCJA6002: Japanese Level 2 (B),Course Units,course_menu
15234,LCFR6967: French Translation Skills,Course Units,course_menu
15384,LCMA6003: Mandarin Level 3 (C),Course Units,course_menu
15288,LCGE6907: German Translation Skills,Course Units,course_menu
15189,LCFR6012: French Level 2 (AB),Course Units,course_menu
25680,LCAR1001: Arabic Level 1 (A),Course Units,course_menu
15339,LCJA6003: Japanese Level 3 (C),Course Units,course_menu
15240,LCGE6001: German Level 1 (A),Course Units,course_menu
15390,LCMA6004: Mandarin Level 4 (D),Course Units,course_menu
15294,LCIT6012: Italian Level 2 (AB),Course Units,course_menu
15195,LCFR6023: French Level 3 (BC),Course Units,course_menu
15246,LCGE6012: German Level 2 (AB),Course Units,course_menu
25686,LCGE1001: German Level 1 (A),Course Units,course_menu
15345,LCJA6803:Japanese for Academic Purposes - Introduction,Course Units,course_menu
15396,LCMA6001: Mandarin Level 1 (A),Course Units,course_menu
15300,LCIT6803: Italian for Academic Purposes - Introduction,Course Units,course_menu
15201,LCFR6004: French Level 4 (D),Course Units,course_menu
15252,LCGE6023: German Level 3 (BC),Course Units,course_menu
25692,LCJA1001: Japanese Level 1 (A),Course Units,course_menu
15351,LCJA6034: Japanese Level 4 (CD),Course Units,course_menu
15402,LCSP6803:Spanish for Academic Purposes - Introduction,Course Units,course_menu
15306,LCIT6045: Italian Level 4 (D) + Business and Current Affairs,Course Units,course_menu
15207,LCFR6005: French for Business and Current Affairs,Course Units,course_menu
15261,LCGE6034: German Level 4 (CD),Course Units,course_menu
3771,LCSP6012: Spanish Level 2 (AB),Course Units,course_menu
25698,LCSP1001: Level 1 (A),Course Units,course_menu
15357,LCJA6045: Japanese Level 4 (D) + Business and Current Affairs,Course Units,course_menu
15939,LCIT6002: Italian Level 2 (B),Course Units,course_menu
15312,"LCIT6056: Italian Business, Current Affairs and Culture",Course Units,course_menu
15213,LCFR6006: French Current Affairs and Culture,Course Units,course_menu
15363,"LCJA6056: Japanese Business, Current Affairs and Culture",Course Units,course_menu
15267,LCGE6045: German Level 4 (D) + Business and Current Affairs,Course Units,course_menu
5399,LCTE7900: TEFL (Teaching English as a Foreign Language),Course Units,course_menu
25704,LCFM6005: Medicine and Current Affairs,Course Units,course_menu
15945,LCIT6005: Italian for Business and Current Affairs,Course Units,course_menu
15318,LCIT6067: Italian for Professional Purposes I and II,Course Units,course_menu
15219,LCFR6007: French for Professional Purposes II,Course Units,course_menu
15369,LCJA6067: Japanese for Professional Purposes I and II,Course Units,course_menu
15273,"LCGE6056: German Business, Current Affairs and Culture",Course Units,course_menu
11803,LCIT6001: Italian Level 1 (A),Course Units,course_menu
26273,LCDU6002: Dutch Level 2 (B),Course Units,course_menu
16191,LCIT6807: LCIT6807: Italian for Academic Purposes II,Course Units,course_menu
15324,LCIT6907: Italian Translation Skills,Course Units,course_menu
15225,LCFR6807: French for Academic Purposes II,Course Units,course_menu
15375,LCJA6867: Japanese for Academic Purposes I and II,Course Units,course_menu
15279,LCGE6067: German for Professional Purposes I and II,Course Units,course_menu
15180,LCAR6003: Arabic Level 3 (C),Course Units,course_menu
25659,LCAR6004: Arabic Level 4 (D),Course Units,course_menu
15330,LCJA6001: Japanese Level 1 (A),Course Units,course_menu
15231,LCFR6907: French Translation Skills,Course Units,course_menu
15381,LCMA6012: Mandarin Level 2 (AB),Course Units,course_menu
15285,LCGE6867: German for Academic Purposes I and II,Course Units,course_menu
15186,LCFR6002: French Level 2 (B),Course Units,course_menu
25665,LCDU6003: Dutch Level 3 (C),Course Units,course_menu
15336,LCJA6012: Japanese Level 2 (AB),Course Units,course_menu
15237,LCFA6801: French for Art Historians,Course Units,course_menu
15387,LCMA6023: Mandarin Level 3 (BC),Course Units,course_menu
15291,LCGE6967:German Translation Skills,Course Units,course_menu
15192,LCFR6003: French Level 3 (C),Course Units,course_menu
15243,LCGE6002: German Level 2 (B),Course Units,course_menu
25683,LCFR1001: French Level 1 (A),Course Units,course_menu
15342,LCJA6023: Japanese Level 3 (BC),Course Units,course_menu
3225,"SEHI2009: Media, Culture and Society in the Soviet Union from Stalin to 1991",SSEES History,course_menu
805,GEOGG056: Managing Nature,2010-11,course_menu
22321,Sandpit - Moodle Test,Getting Started with Moodle,course_menu
40477,Getting Started with Moodle - (Draft),Getting Started with Moodle,course_menu
20838,Getting started with Moodle - online,Getting Started with Moodle,course_menu
29059,GSWM - Example Build,Getting Started with Moodle,course_menu
15138,Moodle Testing,Testing,course_menu
27229,BIOC1001/1009 Biochemistry and Molecular Biology TestNiv,Testing,course_menu
35543,test SELCS Undergraduate Moodle Handbook,Testing,course_menu
37895,BENGXXXX: TEST DOMI,Testing,course_menu
41721,Moodle Testing copy 3,Testing,course_menu
26973,UCLX - Executive Education APMP BoK5,Testing,course_menu
29803,JGramp restore test,Testing,course_menu
36493,Test restore - Anatomy Laboratory Tutor Resource ,Testing,course_menu
37905,BENGXXXX: SD TEST,Testing,course_menu
41725,Moodle Testing copy 4,Testing,course_menu
25865,SLMS Employability & Careers,School of Life and Medical Sciences,course_menu
35585,"BAMS1012: Bioscience & Society: Public engagement, policy and funding",School of Life and Medical Sciences,course_menu
30113,Online marking for FPHS,Population Health Sciences,course_menu
34959,MRC CTU at UCL SOPbox,Population Health Sciences,course_menu
39069,PGMEG020: Teaching Ethics and Law in Clinical Education,Medical Sciences,course_menu
42443,BME lab resources,Medical Sciences,course_menu
41639,MSc Behaviour Change,Brain Sciences ,course_menu
41923,CLNEG006: Theoretical Neurology,Brain Sciences ,course_menu
40793,L&D portal for IS and SR,Brain Sciences ,course_menu
41921,CLNEG011: Practical Neurology,Brain Sciences ,course_menu
34311,SURGGR01: Anatomy and physiology for Engineers ,Surgery & Interventional Science,course_menu
20997,Systematic reviews (hyperlinked videos course for doctoral students),Surgery & Interventional Science,course_menu
36939,CPEP01:Clinical and Professional Education Programmes,UCL Medical School,course_menu
40585,Sustainable Heritage General 2016,Centre for Sustainable Heritage,course_menu
42253,IPAC Consortium - Staff,Engineering Science,course_menu
26657,MPHYXXXX: Medical Physics & Biomedical Engineering Template,Engineering Science,course_menu
39133,BENG3020: Advanced Bioprocess Business Plan and Enterprise Implementation,Engineering Science,course_menu
27123,Basic MATLAB for Engineers,Engineering Science,course_menu
40299,UCL Engineering MSc Central,Engineering Science,course_menu
27663,MPHYGB31: The Viva,Engineering Science,course_menu
40929,MPHY105P: Medical Instrumentation,Engineering Science,course_menu
27975,ENGS102P MECH: Design & Professional Skills (Mechanical Engineering) 2014/15,Engineering Science,course_menu
41111,2017 SERAG010: Financing Resources Projects,Engineering Science,course_menu
28527,ENGS102P - TEST 2015,Engineering Science,course_menu
41123,2017 SERAG007 International Policy and Geopolitics of Energy and Resources,Engineering Science,course_menu
26159,ENGSXXXX: An Engineering Course Template,Engineering Science,course_menu
28991,"Cryptanalysis, COMPGA18/COMPM068",Engineering Science,course_menu
41129,2017: SERAG011/SERAG018 Social Licensing,Engineering Science,course_menu
26643,MECHXXX: Mechanical Engineering Template,Engineering Science,course_menu
30201,ENGS203P - Mathematical Modelling & Analysis II,Engineering Science,course_menu
41751,IEP External Examiner Hub 2016-17,Engineering Science,course_menu
26649,PUBLXXXX: Security & Crime Science Template,Engineering Science,course_menu
32787,IEP Central,Engineering Science,course_menu
42249,CENGFCSE: Fuel Cell Systems and Engineering,Engineering Science,course_menu
26653,COMPXXXX: Computer Science Template,Engineering Science,course_menu
37227, IEP External Examiner Hub,Engineering Science,course_menu
26661,BENGXXXX: Biochemical Engineering Template,Engineering Science,course_menu
40297,BEER16: Biomedical Engineering Education Research Group,Engineering Science,course_menu
27357,Chemical Engineering Student Intranet,Engineering Science,course_menu
40745,IEP Ambassador Hub,Engineering Science,course_menu
27903,DL-MSc Induction Module,Engineering Science,course_menu
41109,2017 SERAG008: Energy Efficiency and Conservation,Engineering Science,course_menu
28525,ENGS102P: Question Bank,Engineering Science,course_menu
41121,2017 SERAG099: MSc Year 2 Research Project,Engineering Science,course_menu
20643,MSc Transport: T4 Module Transport Economics  ,Engineering Science,course_menu
28585,ENGS102PTD: Technical Drawing (Discipline Specific for Biomedical and Mechanical Engineering),Engineering Science,course_menu
41127,2017 SERAG012 Water Resources Management,Engineering Science,course_menu
26359,IEP Tutor Programme,Engineering Science,course_menu
29235,ML New Eng template copy,Engineering Science,course_menu
41261,FES STARS,Engineering Science,course_menu
26647,Engineering Teaching and Learning Training,Engineering Science,course_menu
30387,ENGSXXXX: An Engineering Course Template copy 1,Engineering Science,course_menu
42225,MPHY205P: Medical Instrumentation - 2,Engineering Science,course_menu
26651,CENGXXXX: Chemical Engineering Template,Engineering Science,course_menu
37075,MATHWORKS MATLAB TRAINING,Engineering Science,course_menu
25949,MAPS2001: Scientific Computing (Term 2),Maths & Physical Sciences,course_menu
29757,MAPS Faculty Finance ,Maths & Physical Sciences,course_menu
24735,MAPS1010: Mathematical Methods I for Natural Sciences,Maths & Physical Sciences,course_menu
28415,MRes in Quantum Technologies,Maths & Physical Sciences,course_menu
28135,RemedyForce,UCL Services,course_menu
35689,Information Security Awareness v2,UCL Services,course_menu
41713,Information Security Awareness v3,UCL Services,course_menu
26205,Information Security Awareness,UCL Services,course_menu
34793,Digital Identity and Scholarship,UCL Services,course_menu
35731,UCL Assessment Forum,UCL Services,course_menu
36191,SESS2005 Topics in Microeconomics assessment criteria project space,Learning and Media Services,course_menu
25515,UCLQG412: The Book in the World ,UCL Qatar,course_menu
29899,Developing Inspiring Learning,UCL Qatar,course_menu
21859,Diploma in Academic Research & Methods,UCL Qatar,course_menu
25503,UCLQG420: Introduction to Management,UCL Qatar,course_menu
25509,UCLQG430: Professional Awareness,UCL Qatar,course_menu
25755,UCLQG408: Digital Resources in the Humanities,UCL Qatar,course_menu
41375,UCLKSMTEST,UCL Qatar,course_menu
25494,UCLQG406: Collection Management,UCL Qatar,course_menu
25506,UCLQG427: Principles of Computing and Information Technology,UCL Qatar,course_menu
23361,ATKINS: CEGEG120: Signalling,Atkins,course_menu
17541,School of Pharmacy Demo,School of Pharmacy,course_menu
17580,Prereg - 2013 Graduates - General Course - Year 5,School of Pharmacy,course_menu
17811,Dip. General Pharmacy Practice FS2 PHAYG101,School of Pharmacy,course_menu
21227,School of Pharmacy Technician Preparation,School of Pharmacy,course_menu
17523,School of Pharmacy PhD ,School of Pharmacy,course_menu
17574,Dip. General Pharmacy Practice FS1 PHAYG100,School of Pharmacy,course_menu
17583,Prereg - 2015 Graduates - General Course - Year 5,School of Pharmacy,course_menu
19368,Pharmacy Practice External Tutors,School of Pharmacy,course_menu
24633,zMSc 13 Drug Discovery - Modern Aspects of Drug Discovery M057_G057,School of Pharmacy,course_menu
28307,"AMERG040; Module Title - From the Civil Rights Revolution to Obama: Race, Racism and the African American Freedom Struggle in Modern America",Institute of the Americas,course_menu
20526,AMERG018: US Presidents and the Presidency,Institute of the Americas,course_menu
41863,"CLNEG020: Epilepsy, Pain, Tumours & Special Senses",DL Diploma in Clinical Neurology,course_menu
41869,CLNEG017: Higher Functions of the Brain,DL Diploma in Clinical Neurology,course_menu
41861,CLNEG025: Basic neuroscience and investigation of nervous system,DL Diploma in Clinical Neurology,course_menu
41865,CLNEG018: Motor Systems & Disease,DL Diploma in Clinical Neurology,course_menu
41871,CLNEG023: Research Methods and Introduction to Statistics,DL Diploma in Clinical Neurology,course_menu
18174,UCL Corporate Safety Induction,Safety Services,course_menu
26203,The Principles of Risk Assessment 2013/14,Safety Services,course_menu
34361,Basic Fire Safety 15/16,Safety Services,course_menu
39149,Basic Fire Safety,Safety Services,course_menu
23070,Basic Fire Safety 14/15,Safety Services,course_menu
27643,UCL Safety Induction 2015/16,Safety Services,course_menu
38969,UCL Safety Induction 2016/17,Safety Services,course_menu
25044,BASC2082: Technology in Arts and Cultural Heritage,Arts and Sciences (BASc),course_menu
22722,BASC 2032: Evolution and the Human Condition,Arts and Sciences (BASc),course_menu
25041,BASC2072: Energy Systems,Arts and Sciences (BASc),course_menu
30031,BASC2004: Creative Writing,Arts and Sciences (BASc),course_menu
21569,BASc Departmental Tutor Page,Arts and Sciences (BASc),course_menu
23304,BASC2001: Object Lessons: communicating knowledge through collections,Arts and Sciences (BASc),course_menu
21493,Getting Started with Lecturecast - comments version,Lecturecast Support and Training,course_menu
22503,Getting Started with Lecturecast,Lecturecast Support and Training,course_menu
36169,PSYCG025: Culture and the Clinic,PSYC Modules,course_menu
34555,Turnitin & Moodle Assignment - staff induction - hands-on demo (2),Resources and Activities Explained,course_menu
82,Moodle Features Demo,Resources and Activities Explained,course_menu
23742,Essential Statistics for Clinicians,Paediatric Dentistry,course_menu
25728,DENTGP98 - MSc Dissertation,Paediatric Dentistry,course_menu
22315,DENTGP00: Paediatric Dentistry MSc Hub,Paediatric Dentistry,course_menu
23727,DENTGP11 - Trauma,Paediatric Dentistry,course_menu
23733,DENTGP14 - Clinical Governance,Paediatric Dentistry,course_menu
23739,DENTGP16 - Structured Extramural Clinical Practice,Paediatric Dentistry,course_menu
23745,MSc Paed Dent Logbook Test space,Paediatric Dentistry,course_menu
22313,DENTGP10 - Management of Oral Disease,Paediatric Dentistry,course_menu
23724,DENTGP12 - Behaviour Management,Paediatric Dentistry,course_menu
23730,DENTGP13 - Planning Treatment for the Developing Child,Paediatric Dentistry,course_menu
23736,DENTGP15 - Advanced Paediatric Dentistry,Paediatric Dentistry,course_menu
699,(16/17)ANTH1005: Introduction to Social Anthropology,Undergraduate,course_menu
18432,(16/17)ANTH7018: Human Behavioural Ecology,Undergraduate,course_menu
188,"(16/17)ANTH7015: Fish & Fisheries: Anthropology, Aquatic Resources and Development",Undergraduate,course_menu
773,"(15/16)ANTH3030: Nationalism, Ethnicity and Race",Undergraduate,course_menu
18435,(15/16)ANTH7019: Communication and Culture,Undergraduate,course_menu
34737,(15/16)ANTHGC23: Anthropology of Socialist and Post-Socialist Societies,Postgraduate,course_menu
38529,(16/17)ANTHGC23: Anthropology of Socialist and Post-Socialist Societies,Postgraduate,course_menu
4351,(14/15)ANTHGS21: Statistics and Causal Analysis for Qualitative Social Scientists,Postgraduate,course_menu
13629,(15/16)ANTHGS02: MSc Social Anthropology: Critical Issues Core Course + TECA Term 2,Postgraduate,course_menu
14841,(15/16)ANTHGH02: Advanced Human Evolution,Postgraduate,course_menu
15003,(15/16)ANTHGH07: Anthropological and Archaeological Genetics,Postgraduate,course_menu
27907,(14/15)ANTHMETH: Anthropological Methods,Postgraduate,course_menu
34747,(15/16)ANTHGM01: Digital Anthropology Core Module - Practical,Postgraduate,course_menu
38571,(16/17)ANTHGM01: Digital Anthropology Core Module - Practical,Postgraduate,course_menu
5937,(16/17)ANTHGS02: MSc Social Anthropology: Critical Issues Core Course + TECA Term 2,Postgraduate,course_menu
14724,(15/16)ANTHMETH: Anthropological Methods,Postgraduate,course_menu
14922,(15/16)ANTHGH14: Human Behavioural Ecology,Postgraduate,course_menu
23091,(15/16)ANTHGS21: Statistics and Causal Analysis for Qualitative Social Scientists,Postgraduate,course_menu
4479,TP: Statistics,Teaching Units,course_menu
16917,TP: CBT,Teaching Units,course_menu
16917,TP: CBT,Teaching Units,course_menu
22707,Adult acquired case studies in Speech and Language Therapy (2nd Copy),Teaching Units,course_menu
24591,TRANG010 - Publishing Skills,Translation Studies Unit,course_menu
26311,CenTraS - Summer Course in Audiovisual Translation,Translation Studies Unit,course_menu
35353,TRANG015 - Localisation,Translation Studies Unit,course_menu
25981,Introduction to Translation Technology,Translation Studies Unit,course_menu
26313,CenTraS - Summer Course in Translation Technology,Translation Studies Unit,course_menu
38013,Fiona Soliman; Test course ,Translation Studies Unit,course_menu
30313,APM Qualification for Students,MS&I Executive Education,course_menu
24207,BENVGID2: Urban Investigations,MRes courses,course_menu
24786,MRes Inter-disciplinary Urban Design,MRes courses,course_menu
24690,BENVGID3: Urban design research project,MRes courses,course_menu
25731,UCL Global Citizenship Programme - Voluntary Sector (Pathways),VP: Education,course_menu
25350,UCL Global Citizenship Programme - Rise Up! (Sustainable Cities),VP: Education,course_menu
29367,Teaching and Learning Conference admin,VP: Education,course_menu
26355,ENGS103P - Mathematical Modelling and Analysis I,Integrated Engineering Programme,course_menu
27769,Mathematical Modelling & Analysis Primer,Integrated Engineering Programme,course_menu
27095,ENGS102P: Design and Professional Skills 2014/15,Integrated Engineering Programme,course_menu
38137,COMP312P: Machine Learning and Neural Computation,Integrated Engineering Programme,course_menu
41883,STEPGP01,"Science, Technology, Engineering and Public Policy (STEaPP)",course_menu
26249,STEaPP Teaching Resource Portal,"Science, Technology, Engineering and Public Policy (STEaPP)",course_menu
27839,STEPGP99: STEaPP MPA Group Project,"Science, Technology, Engineering and Public Policy (STEaPP)",course_menu
35411,Policy Making and Policy Analysis,"Science, Technology, Engineering and Public Policy (STEaPP)",course_menu
40803,STEPGP99: STEaPP MPA Group Project 16/17,"Science, Technology, Engineering and Public Policy (STEaPP)",course_menu
26433,Integrated Analysis of Socio-Technical Systems (MPA)/ Research Methods (DTP),"Science, Technology, Engineering and Public Policy (STEaPP)",course_menu
27841,STEP3001/7001: Introduction to Engineering and Public Policy,"Science, Technology, Engineering and Public Policy (STEaPP)",course_menu
35415,Communication and Project Management skills,"Science, Technology, Engineering and Public Policy (STEaPP)",course_menu
18576,CELL2007 The Principles of Cellular Control and CELL2008 Integrative Cell Biology (Part 2),CELL courses,course_menu
2643,CELL2006 Cell Biology and CELL2008 Integrative Cell Biology (Part 1),CELL courses,course_menu
27593,CELL3140: Interdisciplinary Cell Biology,CELL courses,course_menu
27945,Global Health Policy ,IGH - Undergraduate,course_menu
28421,BENVGAAD: Design as a Knowledge-Based Process,"Bartlett School of Environment, Energy and Resources",course_menu
34651,BENVGECD: Planetary Economics and the Political Economy of Energy & Climate Change,"Bartlett School of Environment, Energy and Resources",course_menu
26085,ENVS3055/ENVSG055/ENVSM055: Building Engineering Physics,"Bartlett School of Environment, Energy and Resources",course_menu
28685,BENVGEEP: Post Occupancy Evaluation,"Bartlett School of Environment, Energy and Resources",course_menu
35337,BENVGUE6: An Introduction to Public Economics and Public Policy 15/16,"Bartlett School of Environment, Energy and Resources",course_menu
28347,MSc Adaptive Architecture and Computation 2014-15,Architecture Postgraduate,course_menu
36529,MRes Architecture & Digital Theory,Architecture Postgraduate,course_menu
35247,MSc/MRes  Architectural Computation ,Architecture Postgraduate,course_menu
36141,BSA_Architecture Template copy 1,B-Pro,course_menu
36135,BENVGC14: Technical Skills Module,B-Pro,course_menu
187,Architecture Stage 1 Year Out Course,Stage 1 Year Out,course_menu
21267,Part 3 - Postgraduate Diploma in Professional Practice and Management 2013,Pg Dip Professional Management & Practice in Architecture (ARB/RIBA Part 3),course_menu
29381,Part 3 - Postgraduate Diploma in Professional Practice and Management 2015,Pg Dip Professional Management & Practice in Architecture (ARB/RIBA Part 3),course_menu
41175,Part 3 - Postgraduate Diploma in Professional Practice and Management 2017,Pg Dip Professional Management & Practice in Architecture (ARB/RIBA Part 3),course_menu
132,Part 3 - Postgraduate Diploma in Professional Practice and Management 2012,Pg Dip Professional Management & Practice in Architecture (ARB/RIBA Part 3),course_menu
25809,Part 3 - Postgraduate Diploma in Professional Practice and Management 2014,Pg Dip Professional Management & Practice in Architecture (ARB/RIBA Part 3),course_menu
36615,Part 3 - Postgraduate Diploma in Professional Practice and Management 2016,Pg Dip Professional Management & Practice in Architecture (ARB/RIBA Part 3),course_menu
28331,ENVS1019: Making Cities,BSc Architecture Year 1,course_menu
35885,ENVS2037 / 2041 Project X: Design and Creative Practice,BSc Architecture Year 2,course_menu
37771,Y2 Design Projects,BSc Architecture Year 2,course_menu
2242,ENVS3021: History and Theory,BSc Architecture Year 3,course_menu
37775,Y3 Design Projects,BSc Architecture Year 3,course_menu
35869,ENVS1028: Architectural Research 1, BSc AIS Year 1,course_menu
35883,ENVS1027: Project X: Design and Creative Practice, BSc AIS Year 1,course_menu
34827,ENVS2026: Computing for Design and Creative Practice,BSc AIS Year 2,course_menu
35887,ENVS2046: Architectural Research II,BSc AIS Year 2,course_menu
37777,Y4 Design,Year 4 - MArch Architecture,course_menu
37779,Y5 Design,Year 5 - MArch Architecture,course_menu
29151,"Assessment in Moodle - submission, marking, feedback and return",Assessment in Moodle,course_menu
29477,UCL Arena Digital,Arena,course_menu
24564,GEOLGR04: Emergency and Crisis Management,Institute for Risk and Disaster Reduction,course_menu
26667,GEOLGR99: Risk and Disaster Reduction Independent MRes Project,Institute for Risk and Disaster Reduction,course_menu
26685,GEOLGR06: Research Appraisal and Proposal,Institute for Risk and Disaster Reduction,course_menu
24561,GEOLGR03: Emergency and Crisis Planning,Institute for Risk and Disaster Reduction,course_menu
26665,"GEOLGR97: Risk, Disaster and Resilience Independent MSc Project",Institute for Risk and Disaster Reduction,course_menu
26681,"GEOLGR07: Conflict, Humanitarianism, and Disaster Risk Reduction",Institute for Risk and Disaster Reduction,course_menu
30007,SLANG105: Linguistic and Psychological Perspectives,SLANG Courses,course_menu
39463,TMAEDUSLEH01: MA Leadership Harris 2016/17,Institute of Education,course_menu
32463,"LCLLG162A: Principles, Frameworks and Context of Educational Evaluation and Inspection",Institute of Education,course_menu
36339,PHD MA Kambouri and Mintz Tutor Group,Institute of Education,course_menu
39649,FIOER811X: Information and Literature Searching: group 2 (AUT 16-17),Institute of Education,course_menu
32477,LCLLG182B: Inspection for Improvement 16-17,Institute of Education,course_menu
36781,LCLLG181C - Evaluation and Inspection for Educational Improvement,Institute of Education,course_menu
40241,LCLLG121B: Leadership for the Learning Community 2016-17,Institute of Education,course_menu
32529,LCLLG371C: Leading in Diverse Cultures and Communities 2015-16,Institute of Education,course_menu
37551,CCMEG202A: Education And Technology: Key Issues And Debates 2016/17,Institute of Education,course_menu
40819,LCLLG092A: Independent Study Module (Autumn) 2016-17,Institute of Education,course_menu
33125,TMAEDUSLEH01: MA Leadership Harris 2015-16,Institute of Education,course_menu
38787,"LCLLG162A: Principles, Frameworks and Context of Educational Evaluation and Inspection 2016/2017",Institute of Education,course_menu
33697,CPASG262C: The Holocaust in the Curriculum 2015/16,Institute of Education,course_menu
42239,CCMEG202A - Education And Technology: Key Issues And Debates 2017/18,Institute of Education,course_menu
38949,LCLLG371C: Leading in Diverse Cultures and Communities 2016-17,Institute of Education,course_menu
34795,CPASG601B Understanding Research Spring 2016,Institute of Education,course_menu
38953,LCLLG131C: Doing and Using Educational Leadership and Management Research 2016-17,Institute of Education,course_menu
30517,CCMEG202A Education And Technology: Key Issues And Debates 2015/16,Institute of Education,course_menu
35235,CCMEEC21A: Principles of Teaching and Learning (Copy - Do Not Use),Institute of Education,course_menu
39055,CPASG602A: Understanding Research,Institute of Education,course_menu
30945,CPASG601A Understanding Research Autumn 2015,Institute of Education,course_menu
35841,Online course: Academic Writing Centre: English for Academic Purposes: Introduction to Academic Writing (Online),Institute of Education,course_menu
39139,LCLLG092C: Independent Study Module (Summer) 2016-17,Institute of Education,course_menu
32453,LCLLG121B: Leadership for the Learning Community MA L 2015-16,Institute of Education,course_menu
36077,Academic Writing Centre: Q & A Forum (UCL Institute of Education),Institute of Education,course_menu
39647,FIOER811X: Information and Literature Searching: group 1 (AUT 16-17),Institute of Education,course_menu
32463,"LCLLG162A: Principles, Frameworks and Context of Educational Evaluation and Inspection",Institute of Education,course_menu
36781,LCLLG181C - Evaluation and Inspection for Educational Improvement,Institute of Education,course_menu
39651,FIOER811X: Information and Literature Searching: group 3 (AUT 16-17),Institute of Education,course_menu
32491,"LCLLG281B: Coaching And Mentoring Principles, Theory And Application To Practice 2015-16",Institute of Education,course_menu
36819,LCLLG181C - Evaluation and Inspection for Educational Improvement (latest),Institute of Education,course_menu
40675,Language Testing and Assessment: CCMEGA11B,Institute of Education,course_menu
33011,TEPSECSBUS01: PGCE Business Education ,Institute of Education,course_menu
38787,"LCLLG162A: Principles, Frameworks and Context of Educational Evaluation and Inspection 2016/2017",Institute of Education,course_menu
41611,CPASG262C: The Holocaust in the Curriculum 2016/17,Institute of Education,course_menu
33431,Secondary PGCE Science 2016-17,Institute of Education,course_menu
38925,LCLLG121B: Leadership for the Learning Community 2016-17,Institute of Education,course_menu
34131,LCLLG131C: Doing and Using Educational Leadership and Management Research Summer Module - 2015-16,Institute of Education,course_menu
38951,LCLLG361C: Leading and Managing Change and Improvement 2016-17,Institute of Education,course_menu
